image,caption
./images/train/1472.jpg,An electronic display in the station.
./images/train/1473.jpg,A yellow cylindrical container of hot and spicy sausages
./images/train/1474.jpg,MATLAB数学建模方法与实践 第2版
./images/train/1475.jpg,A pile of brown cardboard boxes on a white table
./images/train/1476.jpg,A close-up picture of a brown furry face mask with a cute bear embroidered on it.
./images/train/1477.jpg,A plate of sweet and sour chicken
./images/train/1478.jpg,The view of the lit-up lanterns at night from the top level of the lantern festival in Taiwan.
./images/train/1479.jpg,A scooter and a bag on the ground
./images/train/148.jpg,"A little girl in a pink jacket sits in front of a laptop, writing in a notebook."
./images/train/1480.jpg,A branch of apple tree with pink blossoms against a blue sky.
./images/train/1481.jpg,"A school lunch consisting of rice, meat, and two banchan."
./images/train/1482.jpg,"Night view of the schoolyard, with a lighted statue of a woman in the foreground, and the school building to the right."
./images/train/1483.jpg,"The park is full of blooming tulips, including red, pink, and yellow."
./images/train/1484.jpg,"The sky is painted with pink and orange colors, probably due to the sunset."
./images/train/1485.jpg,A flock of birds flying over the trees in front of the city.
./images/train/1486.jpg,"A desk with a laptop, mouse, keyboard, and various papers on it."
./images/train/1487.jpg,"The scene of the incident, where the security staff and fans were trampled, was from the 2019重庆魔音现场."
./images/train/1488.jpg,A blurry night scene of a lake with trees in the foreground.
./images/train/1489.jpg,A plate full of delicious looking kebabs.
./images/train/149.jpg,"Customers play games and chat while waiting for their food at a restaurant in Chengdu, Sichuan province, Jan. 24, 2021. People in many Chinese cities are returning to dining at restaurants after months of lockdowns and restrictions. Photo: IC"
./images/train/1490.jpg,A man in a yellow shirt is walking next to a black jeep.
./images/train/1491.jpg,A table with a notepad on it
./images/train/1492.jpg,Three tall buildings look up toward a blue sky with wispy clouds.
./images/train/1493.jpg,An entrance of ZJU in the past
./images/train/1494.jpg,A sign for a university in China.
./images/train/1495.jpg,A math problem written on a whiteboard
./images/train/1496.jpg,"A city street with a building that says ""创中华名校 青民国贤才"" on it."
./images/train/1497.jpg,"Staff members of the Xtep brand pose for a photo at the opening ceremony of the 361-degree global running shoe exhibition in Shenzhen, south China's Guangdong Province."
./images/train/1498.jpg,A pond with a lantern floating on it
./images/train/1499.jpg,A field of red tulips
./images/train/15.jpg,three men playing instruments in a park
./images/train/150.jpg,"A view of the Brooklyn Bridge and the Manhattan skyline in the background, with the ocean in the foreground."
./images/train/1500.jpg,"The picture shows a scene of a concert. There is a man on the stage playing the guitar, and the audience are watching the performance. On the left side of the picture, there are two people singing. The background of the stage is dark blue."
./images/train/1501.jpg,Photo taken at the music festival
./images/train/1502.jpg,"The photo shows the beautiful scenery of the temple fair in the West Lake, with blooming cherry blossoms and an archway of the hall bearing the words ""Father Earth"", ""Son Heaven"" and ""S教師門下之學人"", as well as the words ""Blessing all sentient beings"" on the eaves of the hall."
./images/train/1503.jpg,A picture of a cathedral with a door and window letting in some light.
./images/train/1504.jpg,Picture of a tiger climbing a tree while holding a tire in its mouth.
./images/train/1505.jpg,"The city skyline of Xiamen, China, as seen from the water."
./images/train/1506.jpg,"This is a very cute white dog with a word ""乐不出来的"" under it"
./images/train/1507.jpg,Statues of deer and dragon on a temple roof
./images/train/1508.jpg,"A bat flies in the air in a field in the village of Batzivon, in the northern Israeli region of Galilee, on December 28, 2015."
./images/train/1509.jpg,A pond with green lily pads and pink flowers.
./images/train/151.jpg,"Fire trucks are seen outside the Huawei campus in the city of Shenzhen, south China's Guangdong province, in this photo taken by a local resident on March 6, 2021. (Photo: Liang Sen/Xinhua via Getty Images)"
./images/train/1510.jpg,角楼
./images/train/1511.jpg,A bush of pink flowers in the sunlight
./images/train/1512.jpg,Two tall buildings in the city
./images/train/1513.jpg,A river surrounded by trees and rocks.
./images/train/1514.jpg,"In the foreground, there is a stream with a blue sky and mountains in the background."
./images/train/1515.jpg,脑子飞飞，意思是脑筋飞快的动起来，一般用于形容思考问题非常快。
./images/train/1516.jpg,A group of people walking up a flight of stairs.
./images/train/1517.jpg,A sky with clouds over a river and bridge.
./images/train/1518.jpg,图中是一张大眼睛哭泣的卡通表情，旁边的文字是“惨不忍睹”
./images/train/1519.jpg,"Night view of the city, with the riverside park on the left and the Qiantang River Bridge on the right."
./images/train/152.jpg,A view of the mountains and a city
./images/train/1520.jpg,A cartoon drawing of six red roses on top of a yellow sun with two brown balls for eyes.
./images/train/1521.jpg,It's snowing! It's snowing! The city is like a white blanket.
./images/train/1522.jpg,A snow day at school.
./images/train/1523.jpg,"A Lego model of the Yellow Crane Tower in Wuhan, China, built by a local company."
./images/train/1524.jpg,A branch of a blossoming tree with pink flowers.
./images/train/1525.jpg,"The picture shows the Forbidden City in Beijing, a tourist attraction and cultural symbol of China."
./images/train/1526.jpg,"The photo shows the beautiful interior of the Hall of Supreme Harmony in the Forbidden City, Beijing. The red pillars and gold decorations on the ceiling and walls create an impressive and solemn atmosphere."
./images/train/1527.jpg,Scenery of the city from a bird's eye view
./images/train/1528.jpg,A photo of an airplane wing taken from the window seat during flight.
./images/train/1529.jpg,"The panda base in Chengdu is very popular, and the long queue has not yet reached the entrance of the base."
./images/train/153.jpg,A large goldfish in a pond
./images/train/1530.jpg,A Chinese pavilion in a park with Chinese characters on the wall.
./images/train/1531.jpg,A collection of purses on display.
./images/train/1532.jpg,A close-up photo of a blue and black robot on display.
./images/train/1533.jpg,A bowl of noodles with vegetables in broth.
./images/train/1534.jpg,A lake with a boat and trees on the side.
./images/train/1535.jpg,A tree fell on a car in the parking lot of the entrance to the South Bay Athletic Club in Redwood City.
./images/train/1536.jpg,two ducks swimming in a pond
./images/train/1537.jpg,The smiley face has a positive message for the day.
./images/train/1538.jpg,A purple water lily in bloom surrounded by lily pads.
./images/train/1539.jpg,"""Relaxing day with friends"""
./images/train/154.jpg,"A breathtaking view of the city of New York, with the Empire State Building standing tall in the center of the photo."
./images/train/1540.jpg,A cat looking through a hole in a wall.
./images/train/1541.jpg,a stuffed animal of a dog
./images/train/1542.jpg,"""Looks like someone needs a nap on the park bench."""
./images/train/1543.jpg,A bridge with a ship and a barge passing underneath.
./images/train/1544.jpg,A picture of a cartoon chicken.
./images/train/1545.jpg,The photo shows a scene of lotus flowers blooming in a pond in a park.
./images/train/1546.jpg,A white cat with a rose in its mouth and stars around it.
./images/train/1547.jpg,Steps in a stream with plants growing on either side.
./images/train/1548.jpg,"The sun sets behind a mountain, painting the sky with hues of orange, pink, and blue."
./images/train/1549.jpg,A group of orange fish swimming in a tank.
./images/train/155.jpg,A sign for the park
./images/train/1550.jpg,Pink clouds over a vineyard
./images/train/1551.jpg,A birthday cake with 7 candles lit up.
./images/train/1552.jpg,"The turtle is the symbol of longevity and stability, representing the imperial power and stability."
./images/train/1553.jpg,"A sculpture of a rock with silver sphere objects sticking out of it, in front of a building with a pool in front of it."
./images/train/1554.jpg,"The robot can move around and take care of the cleaning work in the library, which greatly improves the efficiency of library work."
./images/train/1555.jpg,"The photo shows a lake surrounded by trees and hills, with a blue and white sky above."
./images/train/1556.jpg,Pottery from the Han dynasty.
./images/train/1557.jpg,"There are two pandas in the picture, both are eating bamboo. The one on the left is sitting on the ground and eating bamboo, the one on the right is climbing a bamboo tree, and there are several broken branches on the ground in front of them."
./images/train/1558.jpg,Two people walking on a bridge with two bicycles parked nearby.
./images/train/1559.jpg,A birthday cake with two candles.
./images/train/156.jpg,"A large blue light is shining on a wall with a large white sign that reads ""eslite"" in Chinese."
./images/train/1560.jpg,Night view of a street in the city
./images/train/1561.jpg,"A round table is set with various utensils including chopsticks, knives, and spoons."
./images/train/1562.jpg,A close up of a wall with a vent and light switch
./images/train/1563.jpg,"A red plastic bag containing two brown, tightly-wrapped packages."
./images/train/1564.jpg,A white and grey cat lying on a blue and white bedspread with its paws in the air.
./images/train/1565.jpg,实验室的台面、吊柜等处的试剂需要整理归类，以免造成污染或浪费。
./images/train/1566.jpg,A branch of cherry blossoms in front of a building.
./images/train/1567.jpg,A cluster of red flowers with a fountain in the background
./images/train/1568.jpg,A river at sunset with mountains in the background
./images/train/1569.jpg,"The picture shows the typical scenery of East Lake, with the city skyline in the background and three islands in the middle of the lake. The sky is blue, the clouds are white, and the water is clear."
./images/train/157.jpg,A crocodile basking in the sun.
./images/train/1570.jpg,A beautiful town in the hills.
./images/train/1571.jpg,A highway and a train bridge in the distance with mountains in the background.
./images/train/1572.jpg,"A cartoon picture of a white cat with a brown outline, standing on its hind legs, facing the viewer, with its front paws in the air, looking like it's dancing."
./images/train/1573.jpg,An old wooden door with red lanterns hanging above it and a chair in the shade.
./images/train/1574.jpg,"The blue sky and white clouds are reflected in the bridge, making the bridge more beautiful."
./images/train/1575.jpg,A team of people wearing white T-shirts with some numbers on them standing on a grass field in a park.
./images/train/1576.jpg,The picture shows some waterfalls in the forest.
./images/train/1577.jpg,a blue bridge over a body of water
./images/train/1578.jpg,*^_^* 喜欢动漫的进来，这里有你喜欢的动漫头像，还有同人图，二次元表情包。
./images/train/1579.jpg,"Cat: ""The correct way of using violence"""
./images/train/158.jpg,A man waves a Chinese flag on top of a green car.
./images/train/1580.jpg,A tree branch with flowers and green leaves against a backdrop of blue sky with clouds
./images/train/1581.jpg,A woman wearing a mask is on an escalator.
./images/train/1582.jpg,A colorful bird kite flying high in the cloudy blue sky.
./images/train/1583.jpg,Demon Slayer figurines on display in a store
./images/train/1584.jpg,The pink flowers on the tree are very beautiful.
./images/train/1585.jpg,"The photo shows the Hall of Supreme Harmony in the Forbidden City, Beijing. The sky is overcast, but the red walls of the palace stand firm, exuding a sense of history and solemnity."
./images/train/1586.jpg,Photo shows four old cannons placed on a stone platform. The cannons are of different sizes and positioned at different angles.
./images/train/1587.jpg,"The photo shows a tall pagoda near a lake, with trees and a sky background."
./images/train/1588.jpg,A yellow and black dragon statue on a blue base.
./images/train/1589.jpg,The large aircraft is displayed in the museum.
./images/train/159.jpg,a car parked on the side of a road near a tree
./images/train/1590.jpg,"A messy desk with books, notebooks, and other items scattered across it."
./images/train/1591.jpg,A hand-embroidered picture of a panda eating watermelon.
./images/train/1592.jpg,A stainless steel sculpture of a rabbit sitting on a wall
./images/train/1593.jpg,"The picture shows the entrance of Fuzi Miao. The top of the door is red, and the words ""Welcome to Fuzi Miao"" in English and Chinese are written on the black door."
./images/train/1594.jpg,A nearly empty plastic bottle of Coca Cola sits on a wooden table in a dark room.
./images/train/1595.jpg,"A large orange ball with a white sign on it that says ""2021 daikokuten nagoya""."
./images/train/1596.jpg,A person lying on the ground
./images/train/1597.jpg,"Picture of a cat with the words ""You're being roasted, cat!"" and ""The 24 hours of downloading that you continue to maintain!"""
./images/train/1598.jpg,A cat looking shocked with its mouth wide open.
./images/train/1599.jpg,A tree with white flowers and a blue sky.
./images/train/16.jpg,"The sun sets over the sea, with many people in the water."
./images/train/160.jpg,A tall building with a lot of windows.
./images/train/1600.jpg,"A cartoon image of a white cat with a blue bow on its head, standing on two green clouds."
./images/train/1601.jpg,A red bridge with a city in the background.
./images/train/1602.jpg,A close up of a woman's face with a white eye mask on.
./images/train/1603.jpg,The sunflowers are beautiful.
./images/train/1604.jpg,A couple walking on the bridge
./images/train/1605.jpg,View of a farm from a window.
./images/train/1606.jpg,A train on a bridge over a body of water with mountains in the background.
./images/train/1607.jpg,A field of purple flowers with a hill in the background.
./images/train/1608.jpg,A black cat looking at the camera
./images/train/1609.jpg,"""鸟瞰图的城市和山脉对天空"""
./images/train/161.jpg,The photo shows two tall buildings in the city.
./images/train/1610.jpg,"A tall pagoda looms over trees, framed by pine needles."
./images/train/1611.jpg,The national flag of China is flying in the wind in front of a building and a mountain.
./images/train/1612.jpg,"The crowd on the viewing platform is watching the sunrise on the mountain. The red flags are fluttering in the wind. The mountain is covered with mist, making the scene more dreamy."
./images/train/1613.jpg,A picture of a crying cat face.
./images/train/1614.jpg,A concrete wall painted with a mural of a lake and mountains.
./images/train/1615.jpg,A variety of baked goods in a display case.
./images/train/1616.jpg,desks with computers and books on them
./images/train/1617.jpg,"The river is very quiet and calm, with some high-rise buildings on both sides."
./images/train/1618.jpg,"The scene shows a street scene in a park. On the left side of the image, there are many people, some of whom are sitting on the ground, some of whom are standing, and some are riding bicycles. In the middle of the image, there is a tall building with a brown roof and a arch-shaped entrance. The building to the right of it is covered with green ivy. The sky above is a beautiful blue color."
./images/train/1619.jpg,A beautiful historical building with a blue roof and a green tile roof.
./images/train/162.jpg,Walruses in the wild
./images/train/1620.jpg,The park is empty and there are many street lights
./images/train/1621.jpg,"This is a photo of President Xi Jinping's handwritten characters on a university notice board. The characters say: ""This is a very important matter. Everyone should study it."""
./images/train/1622.jpg,"Four men are depicted in statue, standing in front of a wall with Chinese characters."
./images/train/1623.jpg,"The roof of a building at Beihai Park, Beijing, with a Huawei Mate 10 Pro camera logo in the bottom left corner."
./images/train/1624.jpg,Photo of a stone incense burner in a temple.
./images/train/1625.jpg,People walking in front of the main entrance of the park.
./images/train/1626.jpg,The wall has some Chinese characters on it.
./images/train/1627.jpg,"Li Yuming, a 6th generation descendant of Li Xiongmin, a master of the national intangible cultural heritage, is making a lantern for the Mid-Autumn Festival at his workshop in Liuzhi, Southwest China's Guizhou province. (Photo/China Daily"
./images/train/1628.jpg,The picture shows a scene in a museum where a red bomb is exhibited and is surrounded by a transparent glass platform.
./images/train/1629.jpg,A statue of two men playing a game with a small ball.
./images/train/163.jpg,Wooden stairs leading to the beach with dramatic sky.
./images/train/1630.jpg,A bridge with a sky background
./images/train/1631.jpg,A piece of transparent uv printed pvc card
./images/train/1632.jpg,Two cats sitting on a drum set
./images/train/1633.jpg,"A large metal pan filled with food, including chicken and mushrooms, sits on a dining table."
./images/train/1634.jpg,A row of bikes and mobility scooters parked next to a building.
./images/train/1635.jpg,Crowd of people standing in the bleachers watching a basketball game.
./images/train/1636.jpg,A horse grazing in a grassy field.
./images/train/1637.jpg,Clouds over the city
./images/train/1638.jpg,A beautiful sunset with a city in the background
./images/train/1639.jpg,A monkey tries to climb a chain link fence.
./images/train/164.jpg,A river winds through a forest in Yoho National Park.
./images/train/1640.jpg,A ship sails on the Yangtze River at night
./images/train/1641.jpg,"The red bridge is shining in the night, and the river is calm and wide."
./images/train/1642.jpg,"The Anshun Gate, the main entrance of the ancient town."
./images/train/1643.jpg,a riverside view with a traditional Chinese building and a grey sky
./images/train/1644.jpg,斗图大赏之我站起来了（手动狗头）
./images/train/1645.jpg,"A blue sky with a few wispy clouds turns to orange and pink at the horizon, where the sky meets the water and mountains."
./images/train/1646.jpg,A pair of crane statues stand guard in the middle of a courtyard.
./images/train/1647.jpg,A small creek surrounded by green grass and orange lillies.
./images/train/1648.jpg,An orange and white stuffed animal of a dog.
./images/train/1649.jpg,A cargo ship sails on the Yangtze River in China.
./images/train/165.jpg,Skateboard park with palm trees in the background at sunset
./images/train/1650.jpg,A blue sky with some clouds.
./images/train/1651.jpg,"A mountain view with the words ""The original landscape is so beautiful"" written in red on a rock."
./images/train/1652.jpg,A collection of anime figurines on display in a store.
./images/train/1653.jpg,The scene shows a snowy park with a soccer goal in the foreground and a group of people playing in the snow.
./images/train/1654.jpg,The picture shows the Tiananmen Square in Beijing.
./images/train/1655.jpg,"Tiananmen Square, the heart of Beijing, is located in the city's center. It is one of the largest urban squares in the world and a symbol of the People's Republic of China."
./images/train/1656.jpg,A white pillar with a dragon design on it
./images/train/1657.jpg,"The palace museum, also known as the Forbidden City, is a must-see attraction in Beijing."
./images/train/1658.jpg,This is a pavilion in the park.
./images/train/1659.jpg,A stone lion statue in front of a white and red building.
./images/train/166.jpg,"Moon night view of the Anshun Bridge in Chongqing, China"
./images/train/1660.jpg,A small lake in a park with a Chinese style building and cherry blossom tree in the foreground.
./images/train/1661.jpg,The statue of Confucius in the Confucius Temple.
./images/train/1662.jpg,A patch of grass and a stone sign in Chinese.
./images/train/1663.jpg,"The sky is clear and blue, and the trees have yellow and red leaves."
./images/train/1664.jpg,A building with a lot of windows.
./images/train/1665.jpg,"A table full of Chinese food, including a bowl of beef noodle soup, a plate of braised pork, and a hotpot."
./images/train/1666.jpg,A cat sitting on a bed.
./images/train/1667.jpg,The ice-covered leaves and branches of a bush in the forest.
./images/train/1668.jpg,Tree branches in front of a building
./images/train/1669.jpg,"People line up to buy tickets for the movie ""Zero"" at a cinema in Shenzhen, Guangdong Province, China, Jan. 22, 2023. The movie ""Zero"" was released across China on Jan. 22. (Photo by Chen Feiying/People's Daily Online)"
./images/train/167.jpg,"The Great Wall of China, a series of fortifications made of stone, brick, tamped earth, wood, and other materials"
./images/train/1670.jpg,"Two bowls of soup, one red and one green, filled with tofu and various vegetables."
./images/train/1671.jpg,Two cats are playing on a table.
./images/train/1672.jpg,A cat standing on a wooden floor
./images/train/1673.jpg,"A woman in a flowing white dress stands on a grassy shore at sunset. The sky is pink and purple, and the water is calm. The woman is holding a bouquet of flowers."
./images/train/1674.jpg,"The green water of the river is very clear, and you can see the cornfield and the village beyond."
./images/train/1675.jpg,A golden palace on a mountaintop with numerous Chinese flags in the foreground.
./images/train/1676.jpg,"The Nanshan Temple in Xiamen, Fujian Province, is illuminated at night, showing a magnificent scene."
./images/train/1677.jpg,"A Ferris wheel with the word ""Dream"" in Chinese characters written on it."
./images/train/1678.jpg,A tall orange tower in the middle of a city.
./images/train/1679.jpg,A pathway in a park surrounded by green grass
./images/train/168.jpg,"An aerial view of the turquoise waters of the Great Barrier Reef, Australia"
./images/train/1680.jpg,"The picture shows lotus flowers in blooming in the foreground, with the city skyline in the background."
./images/train/1681.jpg,"The picture shows the beautiful scenery of the mountains, with blooming flowers on the branches, the blue sky and white clouds in the background, and the vast territory of Hainan Island below."
./images/train/1682.jpg,The gate of the city wall of Xi'an lit up at night
./images/train/1683.jpg,"The bottom of a glass display case, filled with various black and white action figures."
./images/train/1684.jpg,Two bowls of food on a wooden table.
./images/train/1685.jpg,A woman walks down a snowy path surrounded by trees.
./images/train/1686.jpg,A grey stone pillar with a round logo in the middle of it.
./images/train/1687.jpg,"The picture shows the Monument to the People's Heroes, a tall and slim stone monument in the center of the photo."
./images/train/1688.jpg,"This is a photo of the roof of a Chinese temple, taken by the HUAWEI Mate 10 Pro."
./images/train/1689.jpg,A park with lamp posts and a bridge in the background.
./images/train/169.jpg,The rock formations of the coast of Spain.
./images/train/1690.jpg,"The arch of Tsinghua University, with the flag of China above it."
./images/train/1691.jpg,A Renishaw optical scanner with a computer on a desk
./images/train/1692.jpg,An orange robot is in the process of being programmed.
./images/train/1693.jpg,"This is a group of statues, with the most central figure holding a shovel with his back to the camera, there are four people around him, all in different positions of digging, the two people on his left and right are holding tools, it appears to be a very fierce moment."
./images/train/1694.jpg,The stone is inscribed with red letters.
./images/train/1695.jpg,A classroom with Chinese characters written on the chalkboard.
./images/train/1696.jpg,a black cat sleeping on stairs
./images/train/1697.jpg,Many colorful ribbons are tied to the wall.
./images/train/1698.jpg,A cityscape at night with a tall building on the right and a round lighted sculpture in the foreground.
./images/train/1699.jpg,A cityscape with tall buildings and a river running through it.
./images/train/17.jpg,A man wearing a mask rides a bicycle with hundreds of balloons tied to it.
./images/train/170.jpg,A wooden observation tower in the shape of a wave stands in a forest surrounded by lakes.
./images/train/1700.jpg,a ferris wheel with a sky background
./images/train/1701.jpg,"A desk with a laptop and a monitor, both showing the same image of anime girls."
./images/train/1702.jpg,"This is a concept car displayed at the China International Import Expo in Shanghai. The design is very futuristic, with large glass areas and curved surfaces. The car is silver and has black accents. There are six wheels, each with a large silver spoke."
./images/train/1703.jpg,A white box filled with litter.
./images/train/1704.jpg,A cityscape with a river running through it.
./images/train/1705.jpg,This is a white dog
./images/train/1706.jpg,"A cartoon cat standing on its hind legs with its front paws in the air, looking to the right."
./images/train/1707.jpg,A cartoon figure is shown kneeling down next to a sad clown.
./images/train/1708.jpg,"""Sunset Silhouette"" - a woman's silhouette against a beautiful sunset."
./images/train/1709.jpg,A stone arch bridge with four arches and a mountain in the background.
./images/train/171.jpg,"Snow-capped trees and mountains in the sea of clouds in Huangshan, Anhui Province, China."
./images/train/1710.jpg,"A power station with four white smokestacks, two of which are currently emitting white smoke, sits on the bank of a river."
./images/train/1711.jpg,A sky with clouds and a tree branch in the foreground
./images/train/1712.jpg,A man wearing a mask is riding a bicycle on a track along the river.
./images/train/1713.jpg,A building with a tower and a cross on the very top.
./images/train/1714.jpg,"A man wearing a mask to protect against the spread of the coronavirus sits on a bamboo raft as he collects salt in a pond in the town of Yatsushiro, Kumamoto Prefecture, southwestern Japan, Monday, Jan. 11, 2021. The Japanese government is considering a plan to make it mandatory for people to wear masks outdoors in the Tokyo area and other places with a high number of coronavirus infections. (Kyodo News via AP"
./images/train/1715.jpg,"<ref> a panda</ref><box>(28,54),(969,995)</box> with a blue aura crying"
./images/train/1716.jpg,a white polar bear wearing a green hat
./images/train/1717.jpg,The moon shines brightly in the sky above a river and mountains.
./images/train/1718.jpg,A side view of a waterfall
./images/train/1719.jpg,A cherry blossom branch with pink flowers in front of a red brick building with blue windows.
./images/train/172.jpg,A picture of alcohol bottles and mixers
./images/train/1720.jpg,A tree branch casts a shadow on a wall.
./images/train/1721.jpg,A table topped with plates of food
./images/train/1722.jpg,"A river runs through a city, with tall buildings on either side."
./images/train/1723.jpg,"The photo shows the scenery of Tiananmen Square. In the foreground, there is a road with white lines and two traffic cones. In the middle of the picture, there is a gate and three-story tower.远处 is a building with a golden roof. The sky is overcast."
./images/train/1724.jpg,"The photo shows the gate of the Forbidden City from a low angle. The sky is overcast, and the photo is taken from the ground, looking up at the gate. There are many people around the gate, some buildings on both sides of the gate, and tall, white lanterns on both sides of the gate."
./images/train/1725.jpg,The crane is standing on a stone fence.
./images/train/1726.jpg,"The picture shows the inside of the imperial palace in the forbidden city, Beijing."
./images/train/1727.jpg,An automated machine in a lab.
./images/train/1728.jpg,A city view featuring two tall buildings with a Huawei Mate 10 Pro camera logo in the bottom left corner.
./images/train/1729.jpg,Two tanks are displayed in the museum.
./images/train/173.jpg,"A collage of four movie posters, '12 12: THE DAY', 'JUICE', 'THE味》和'上海堡垒'"
./images/train/1730.jpg,A statue of a lion with a collar and a tag on its neck
./images/train/1731.jpg,The excavation site of the Sanxingdui Museum shows the layout of the ancient city.
./images/train/1732.jpg,"A large group of people wearing similar red hoodies are seen lining up on the right side of the image, while a road is seen on the left side with a few vehicles and buildings on the leftmost side."
./images/train/1733.jpg,"The front of the drone is equipped with a camera, and the back is equipped with four propellers and a charging port."
./images/train/1734.jpg,"These are some of the products made by the centre, including batik, which is a traditional craft in Brunei."
./images/train/1735.jpg,"This is a concept car from the University of Rostock, Germany."
./images/train/1736.jpg,"Picture shows a piece of calligraphy that reads ""民主门"" on a white background."
./images/train/1737.jpg,A bowl of mango and yogurt dessert with a side of ice cream.
./images/train/1738.jpg,A computer and a boba tea and salad from China Garden.
./images/train/1739.jpg,An orange and grey sky with a row of buildings in the foreground.
./images/train/174.jpg,"Xiaomi has released three new phones, the Xiaomi Mi 9, Xiaomi Mi 9 SE, and Xiaomi Mi 9 Pro, with prices starting at 2,999 yuan ($425)."
./images/train/1740.jpg,"Sunlight shines through the trees, creating long shadows on a wall with peeling paint."
./images/train/1741.jpg,"A green river flows through a valley between mountains, with a light fog hovering above."
./images/train/1742.jpg,a panda with sunglasses
./images/train/1743.jpg,"The Longmen Grottoes, also known as the Dragon Gate Caves, are a collection of Buddhist caves located near Luoyang, Henan, China. The site contains over 100,000雕刻 figures, making it one of the largest collections of Buddhist art in the world."
./images/train/1744.jpg,a tree branch hanging over a river
./images/train/1745.jpg,A blue sky with white clouds over a mountain range.
./images/train/1746.jpg,"A macaque in a forest in Emeishan, Sichuan, China, eating corn provided by a tourist."
./images/train/1747.jpg,A dragon lantern hanging from the roof of a hut in Shaxi's night market.
./images/train/1748.jpg,A flight of stairs surrounded by trees.
./images/train/1749.jpg,A village nestled in a valley surrounded by mountains.
./images/train/175.jpg,Snow on the ground in a rural area
./images/train/1750.jpg,Red lanterns hang from the trees along a street.
./images/train/1751.jpg,"A grassy hillside with trees and shrubs, with a blue sky and white clouds in the background."
./images/train/1752.jpg,"A sunset view of the city, as seen from the Jichang River."
./images/train/1753.jpg,The scene shows a courtyard of a gray brick building with large green lotus leaves and pink flowers in the foreground.
./images/train/1754.jpg,A sunset over a river with a bridge in the foreground.
./images/train/1755.jpg,"A small water sprinkler on the ground, with sunlight shining through."
./images/train/1756.jpg,A window with a rose bush in front of it
./images/train/1757.jpg,This is a panda face with a black border around it.
./images/train/1758.jpg,A fridge filled with bottles of soda and juice
./images/train/1759.jpg,"A painting of a red building and a high rise, created using small colorful bricks."
./images/train/176.jpg,A motorist walks past a line of cars parked on the side of the road.
./images/train/1760.jpg,"A branch of 樱花, with some pink flowers blooming and a few buds still closed, against a backdrop of a white building and a grey sky."
./images/train/1761.jpg,Two ducks swimming in a pond with goldfish.
./images/train/1762.jpg,The city is very beautiful at night
./images/train/1763.jpg,A blue sky with white clouds.
./images/train/1764.jpg,"The stele of the Lingyin Temple in Hangzhou, Zhejiang, China."
./images/train/1765.jpg,Two cats lying on a mat
./images/train/1766.jpg,"The statue of stands tall in the center of the city, a symbol of the city and of China."
./images/train/1767.jpg,A bicycle on display with a person wearing a mask in the background.
./images/train/1768.jpg,A close-up of six pairs of earrings in white and gold and white and silver on display in white boxes on a white table.
./images/train/1769.jpg,Skewered and grilled food on a dining table
./images/train/177.jpg,Two women wearing masks cross the street at a crosswalk.
./images/train/1770.jpg,"The photo shows a wall covered with snow and ice, with traffic lights on the side of the road."
./images/train/1771.jpg,a table with a bunch of bottles on it
./images/train/1772.jpg,Two small white flowers with yellow centers and green leaves growing out of a pile of dirt.
./images/train/1773.jpg,An orange cat walking on the road
./images/train/1774.jpg,A large advertisement for the city of Guangzhou in the airport.
./images/train/1775.jpg,A white Hey Tea bag with English and Asian writing on it.
./images/train/1776.jpg,A rhino and ostrich standing in an enclosure
./images/train/1777.jpg,A brown dinosaur statue in the middle of a forest surrounded by green plants.
./images/train/1778.jpg,A dinosaur exhibit with a T-Rex and other dinosaur models.
./images/train/1779.jpg,A blue peacock with its feathers spread out in a green forest.
./images/train/178.jpg,Cars parked on the side of a road near a forest.
./images/train/1780.jpg,A cake decorated to look like two snowy owls.
./images/train/1781.jpg,A plate of 8 different kinds of meat buns
./images/train/1782.jpg,A slide defining reporting verbs and giving examples
./images/train/1783.jpg,An oscilloscope showing an analog signal
./images/train/1784.jpg,A slide with a Chinese text and questions.
./images/train/1785.jpg,"A powerpoint slide with the heading ""How should you construct an outline?"" and a box with the text ""Write them both down, and pick the best combinations of hypotheses, objectives, and data. Often the objectives of a paper when it is finished differ from those used to justify starting the work. Much of good science is opportunistic and revisionist."""
./images/train/1786.jpg,A slide showing how to construct an outline for a research paper.
./images/train/1787.jpg,A powerpoint slide showing guidelines for improving writing technique.
./images/train/1788.jpg,"A page from a book, titled ""Box 3.1 Summaries the text ""Fighting for breath"""""
./images/train/1789.jpg,Students in a lecture hall
./images/train/179.jpg,A still from the anime series The Promised Neverland.
./images/train/1790.jpg,A class in session at the college
./images/train/1791.jpg,A piece of paper with Chinese characters
./images/train/1792.jpg,A scan of a sheet of paper with Chinese characters on it.
./images/train/1793.jpg,Slide showing the 8 basic characteristics of a Chinese youth.
./images/train/1794.jpg,芍药（学名：Paeonia suffruticosa）也被称为树牡丹，是牡丹科芍药属的植物。它原产于中国，现在在世界各地的花园和公园里都能看到。芍药的花期在春季，花朵硕大，颜色丰富，非常美丽。
./images/train/1795.jpg,Two black cats sitting on a step
./images/train/1796.jpg,A grassy area with trees and benches.
./images/train/1797.jpg,Some people walk on the road near the daisy flowers.
./images/train/1798.jpg,"A close up of a single beef satay on a skewer, with a bowl of noodles in the background."
./images/train/1799.jpg,A black cat laying on some steps.
./images/train/18.jpg,A woman crouching down to pet a dog
